"X","Reviews"
1323,"Aquaman is missing one key ingredient; me in a poly relationship with Arthur and Mera. Let's not even pretend I couldn't be like...the quirky marine biologist who ~knows~ more than she's letting on. I could even wear glasses &amp; tip them down my nose to exposition something."
1324,"  Lol was not feeling it either at all. Everyone one of Aquaman’s one-lines are verbatim cliches"
1325,"Maybe the only bad looking shot in the Aquaman trailer but it’s obviously not finished. 

It’s just so weird that whenever a trailer for a CBM releases people always complain and when the film comes out it’s a non issue. Why do we need to always go in circles? "
1326,"The visuals for aquaman are insane I’m really excited for that and the plot"
1327,"my mom started yelling for me and made me walk downstairs for some unknown reason.

it turns out it was to watch the  trailer; just for the last few seconds:
""redheads you gotta love 'em."""
1328,"I love being a DC and Marvel fan like yes double the content ya girl’s getting boiiiii. Shazam! Is gonna end my life and so is Aquaman."
1329," Crouching 
15% off with code ZAZZJULYXMAS

"
1330,"I know I’m supposed to be commenting on how great the GODZILLA: KING OF MONSTERS trailer is (and it is), but I’m too giddy about SHAZAM to really take it in. 

Also: AQUAMAN looks alright, GRINDLEWALD looks fine, GLASS looks very promising."
1331,"Aquaman looks so good!"
1332," may make DC Films great again."
1333,"Aquaman trailer looks really dope. I hope Warner Bros doesn’t fuck this up"
1334," Momoa *drools* and it looks ok.  Fabulous.  Looks fun.  Hmm. 
"
1335,"Aquaman trailer just made me nut"
1336," looks kinda cliche and corny, but I'll take it over another hopelessly edgy dc movie. "
1337,"I liked a  video  Aquaman (2018) | OFFICIAL COMIC-CON TRAILER"
1338,"Aquaman 2 starring Ula from 50 first dates. "
1339,"Epic first Aquaman trailer makes a splash at Comic-Con 2018 "
1340,"Most anticipated film of the year for me. Jason Momoa was expertly casted as Arthur Curry by . And Patrick Wilson i can see going to a Michael Shannon Zod-level performance for  .
  "
1341,"im getting ready for work on a sunday but yay i finally watched the aquaman and shazam trailers and iM ACTUALLY EXCITED "
1342,"
I know this is off topic, but the  &amp;  trailers look awesome. looks like the  is back on track!!
"
1343,"Puas hati layan trailer  dengan . Ini baru origin story yang kita nak. The superhero vibes is on point. Hopefully no more cut scenes and cheesy marvel one liners.
.
Now, this is my universe. "
1344,"Check out my  to the new  for  !           "
1345,"Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’ techcrunch "
1346,"Everyone hated aquaman and always shit on him but now theres a new movie coming out and everyones freaking out and excited?"
1347," breakdown:
•Aquapotter speaks parselto...fishtongue.
•Little Mermaid parents
•Bongo to de core
•White ""is this you king"" Panther duel extra white.
•superman saves plane upside down
•Moist Drogo
•Marvel no parachute jump(tm)
•Mudblood unites two worlds

*Yawns*"
1348,"The  and  trailer were awesome. They both look like their gonna be a lot of fun! Especially SHAZAM! "
1349,"First  Trailer Makes A Splash At Comic-Con -  "
1350,"wow, Aquaman isn't a superhero movie, it's gone FULL FANTASY MOVIE

I fucking love it!! I'm so glad they leaned into it!! I love it!! He's so spunky! He's actually got personality?!"
1351,"Stepping away from my film for a moment.  trailer is amazing and I'm hyped for  and the rest of the team."
1352,"The First ""Aquaman"" Trailer Dropped At Comic-Con And It's A Wet Hot Adventure "
1353,"Which of these highly-anticipated movies are you excited for?
"
1354,"'Aquaman,' 'Shazam!' and 'Godzilla' trailers unleashed at Comic-Con
"
1355,"This is all you Aquaman and DC haters getting served.   "
1356,"The  trailer is incredible. I don't know how the movie is gonna be, but man, Warner Bros knows how to make a good ass trailer."
1357,"Yes, I will be seeing both  &amp;  because I forgive DC for Suicide Squad."
1358,"james wan took the “aquaman only talks to fish” joke to a whole ass aquarium about to defend him from bullies and i dont think i’ve ever love someone more "
1359,"obviusly, he's aquaman. "
1360,"Me right now: that Aquaman movie don’t look interesting

Me when it’s in theaters: I wanna go watch Aquaman and see what it’s bout"
1361,"'Aquaman' Drops First Trailer: See Jason Momoa In The DC Hero's Standalone Film Debut "
1362,"Holy sh*t - this looks fishing amazing, !  is making some smart moves.    "
1363,"I really gotta wait 5 months for Aquaman, that seems so long "
1364,"if i have to see one more “but dceu aquaman’s parents are white” tweet i swear to god yall better put some respect on acclaimed maori actor temuera morrison’s name"
1365,"I liked a  video  Aquaman - Official Trailer 1"
1366,"_anchoress Morrison and Sharp on GL, Kelly Sue on Aquaman, and Snyder’s Batman who laughs."
1367,"Aquaman Trailer Is Here to Restore Faith in the DCEU "
1368,"_scum U watch the aquaman trailer yet bro ?"
1369,"I just shot, edited &amp; released 3 reaction videos <U+0001F614> Now I just want to relax and eat watermelon <U+0001F349> 
    "
1370," Man I am Soo freaking excited for Aquaman and Shazzam!!!!"
1371,"Thank you DC for bringing light to your dark movies.  and  look sick"
1372,"Aquaman Trailer Disappoints? Shazam, Fantastic Beasts, Goddzilla Trailer Breakdowns: Comic Con Day 3 Coverage   
Audio



Video
"
1373," I AM IN "
1374,"Cast and Director of Aquaman on   "
1375,"I'm interested! This will be my personal Xmas <U+0001F384> gift this year!  "
1376,"ima have to go see Aquaman"
1377,"In THIS house, we call Aquaman “Water Thor”."
1378,"My ratings for the comic con trailers so far:

Spider-Man PS4 - 8/10
Titans - 5/10
Iron Fist - 5/10
Doctor Who - 8.5/10
Clone Wars - 7/10
Fantastic Beasts - 8/10
Shazam - 7/10
Aquaman - 6/10

Not that anyone cares."
1379,"That  trailer looks amazing."
1380,"aquaman and shazam are the only dcu movies i claim"
1381,"I liked a  video  Aquaman - Official Trailer 1"
1382,"Thoughts on the DC trailers shown at : Shazam looks great. Bright, funny, getting some Bumblebee movie vibes from it. I think the aesthetic is quite bland tho. Zachary Levi is perfect as the big red cheese. Aquaman is also good. Black Adam looks Toku asf, and it looks pwetty"
1383,"Ah shit.
James Wan directing Aquaman...
Why cant u faggots let Zack Snyder direct FREELY every DCCU movie."
1384,"Aquaman The Magic Mike of the Avenger Films. "
1385,"Watch the first trailer for DC’s Aquaman  "
1386,"Home is calling        "
1387,"Well DC pooped out some awesome trailers for Shazam and Aquaman. I'm excited, they look like a ton of fun, hope their both good."
1388,"AquaMan trailer looked dope. But DC movie trailers be catfishing."
1389,"Aquaman looks wild and I'm all for it! "
1390," <U+21AA>The first trailer for DC's Aquaman shows off a war between the surface and the sea  "
1391," and  trailer at the same time?! Hell yeah!! "
1392,"Today is a good day to be a DC fan  "
1393,"Love that they used None Shall Live in the Aquaman trailer!  Such a good theme.  I rewatch the Batman v Superman Blu-ray trailer just for it. "
1394,"DCEU is gonna be on the come up.  and  are what DC deserves.  "
1395,"This looks AWESOME  "
1396,"Pagi2 dibikin nangis sama trailer Aquaman &amp; teaser trailer Shazam. Thank you   "
1397,"I liked a  video  Aquaman- Official trailer 1"
1398," And Aquaman. Ive been tricked into too many bad DC movies by good looking trailers. The hurt is real."
1399,"Holy shit just seen the aquaman trailer and it looks class "
1400,"So, thoughts on today's trailers:
- Shazam looks like a ton of fun and Levi is perfectly cast
- Every Aquaman scene that wasn't in the ocean was rough
- Whoever does the costumes for Fantastic Beasts needs to contact me asap because daaammn
- Godzilla's music and visuals. <U+0001F60D>"
1401,"Aquaman and Godzilla are gonna be amazing to watch. I literally grew up at the right time. My childhood coming to life."
1402,"         I feel like  is the one that is more in doubt, it looks really cool, but that was a really long run and it seems to have elements in it from at least the first 12 issues.

Not saying it's a problem, but that's a lot of ground to successfully cover."
1403,"James Wan directs and Jason Momoa stars in . In cinemas December. "
1404,"Aquaman is even more of a bro in his solo movie than he was in 'Justice League'  "
1405,"Between  and  I can’t wait aquaman this December and then Shazam next summer ahhh I’m excited! "
1406,"Aquaman trailer looks so fun"
1407,"I liked a  video  Aquaman - Official Trailer 1"
1408,"Amber Heard <U+2060> <U+2060><U+2060> <U+2060><U+2060><U+2060>  "
1409,"From the director of Star Trek, James Wan brings you a visual masterpiece and a great story of super heroism. Aquaman looks impressive and hoping he's the salvation of the Justic League franchise. "
1410,"She also called the  trailer, Fishboy.... She has a lot to learn in this marriage"
1411," Looks good, just worried about the effects. Definitely looking forward to it! "
1412,"Aquaman... actually looks interesting wow CGI could be bettere here and there but it looks liek a marvel movie tbh"
1413," aquaman looked so cgi heavy but i hope it’s good"
1414,"If you complain about people talking underwater in Aquaman, get out of the fantasy genre, don't bother us and go watch historical dramas or documentaries."
1415,"Aquaman Trailer REACTION  via "
1416,"Aquaman ... Wow ... Hope lives"
1417,"Warner Bros. unveils the first trailers for ‘Aquaman’ and ‘Shazam’ Today at Comic-Con, Warner Bros . gave fans a peek at the first DC Comics films post-Justice League. Warner Bros. and DC had a bumpy 2017. There was the astonishing critical and commerc...  "
1418,"Aquaman (2018) | OFFICIAL COMIC-CON TRAILER  via "
1419,"Aquaman is even more of a bro in his solo movie than he was in 'Justice League' "
1420," December 2018<U+0001F60D>"
1421,"Shazam and aquaman both look really good. I’m glad dc finally is living up to the source material!"
1422,"Shazam looks fantastic and aquaman looks like a lot of nonsense and bright colors so I’m in obviously"
1423,"'Wonder Woman,' 'Aquaman' and 'Shazam!"" thrill Comic-Con  "
1424,"I liked a  video  Aquaman - Official Trailer 1"
1425," Looks good can’t wait to see it "
1426,"Amber Heard in Aquaman "
1427,"Fuck me, Aquaman looks terrible."
1428,"With Jason Moma OMG!!!    "
1429,"       I follow back 100%    "
1430,"Here it is the  trailer "
1431,"My class 5 AQUA          "
1432,"Red heads, you got to love them <U+0001F60A><U+0001F602><U+0001F602> "
1433,"I'm so confused right now...
 it this Aquaman or it is The little mermaid???

 "
1434,"The <U+2060> <U+2060> and  trailers taught me a few things: 

1/ Atlantis will be the Wakanda of 2019.
2/ DC &amp; WB have made a concerted effort to lighten the tone and colour palette.
3/ it still kinda all feels a little bit off."
1435,"That Aquaman trailer tho
That SHAZAM trailer tho
That Black Lightning Trailer tho
That Titans.......shit"
1436,"woke up to fantastic beast, shazam and aquaman trailers ???? YUS"
1437,"I liked a  video  AQUAMAN Trailer (2018)"
1438," Live action. Shazam and Aquaman"
1439,"Can't wait!!!!  "
1440,"AQUAMAN Trailer (2018)  via  

Can’t wait to go see this with babe <U+0001F601>"
1441," Shazam's trailer was bed bath and beyond amazing saraha <U+0001F602> I'm lowkey excited for it more than aquaman"
1442," but it still had to follow his ""story"" that he set up in BvS. fighting in ww1, disappearing until BvS etc. this new one has nothing to do with any of that since its a reboot that will prob make it more inline with shazam and aquaman"
1443,"Unite The Seven  "
1444,"Aquaman on the other hand.. mehhhh.."
1445,"Aquaman - Official Trailer 1  via "
1446,"you guys are kidding right? like you know  is gonna suck balls right?"
1447,"Just saw the  trailer with the family. I'm actually impressed by DC for once. Hopefully it's as good as it looks."
1448,"<U+0001F4F7> jane-sloan: Nicole Kidman and Amber Heard attend DC Entertainment’s Warner Bros. Pictures ‘Aquaman’... "
1449,"Okay - both Shazam! and Aquaman look promising. Could DC be turning the corner?"
1450," yeah I mean I'm reserving judgment till I actually see the movies but Aquaman in particular actually looks darn good"
1451,"I want to see Aquaman just for this shot <U+0001F60D> "
1452,"Aquaman looks amazing I'm so ready"
1453,"Aquaman - Official Trailer 1  via "
1454,"Aquaman looks fun, still undecided.
Shazam looks like that could be real fun.

AND THEN G O D Z I L L A"
1455,"Unless  is somehow reviving Vince Chase, I'm not interested. "
1456," and  trailers look promising. Please don't let me down this time DC. <U+0001F600><U+0001F600>"
1457,"I feel dumb as hell because when I saw this I instantly thought of Jay Park "
1458," Me dripping sauce on that red carpet <U+0001F6B6><U+0001F3FF><U+0001F602>  "
1459,"I swear if deandre don’t take me to see aquaman in 3D I’m not gonna be his friend <U+0001F937><U+0001F3FE><U+200D>+<U+FE0F>"
1460,"If that  movie is even half as good as the trailer, then WB have got a blockbuster on their hands.
 isn't playing around. He went all-out on this. I. Cannot. Fucking. Wait. For. This. Movie. Oh. My. God.
 "
1461,"Nothing but respect for MY Aquaman "
1462,"Aquaman Trailer Makes a Splash at Comic-Con 2018 "
1463," Would you say the Aquaman movie is pretty much Black Panther underwater?"
1464,"Shazam and Aquaman look extremely goofy and fun but hot dang this takes the cake of the 87 trailers released over the last few days. "
1465,"Anyone interested in seeing the  movie? "
1466," congrats on the Aquaman trailer today.  It was super epic. Great job and we are excited to see it.  Much Love from Texas."
1467," The trailers looks fantastic both aquaman and Shazam"
1468,"I liked a  video  Aquaman - Official Trailer 1"
1469,"Shazam and Aquaman look tough. DC trying lol"
1470,"<U+0001F607><U+0001F618> Jason Momoa, Nicole Kidman, &amp; Amber Heard Debut 'Aquaman' Trailer at Comic-Con! "
1471,"'Aquaman': Jason Momoa Unveils Action-Heavy Trailer at Comic-Con  "
1472,"THIS LOOKS AMAZING!!! 

 "
1473,"I liked a  video  Aquaman - Official Trailer 1"
1474,"Classic Aquaman Costume Revealed in Alternate Comic-Com Trailer  "
1475,"First  trailer is here! What do you guys think?   aquamanmovie "
1476,"I liked a  video  ""Aquaman"" - Official Trailer REACTION!!!"
1477," Cheer up. Goofy Aquaman can't hurt you. :P"
1478,"Lol James Wan was right when he said we were overthinking how people talk underwater in Aquaman...They just do it like normal"
1479," is just Black Panther but underwater"
1480," I think it looks better than Aquaman."
1481,"Aquaman seemed like a blend of different movies, saw bits of Thor , Indiana Jones and even black panther woven into it, that being said I think it works wonders for the movie"
1482,"AQUAMAN TRAILER AAAAAAA this December kyaaaaa "
1483,"I did genuinely like the scene where the shark protected young Arthur at the aquarium though. Otherwise, that film just looks busy and messy as hell. "
1484,"fantastic beast <U+0001F44F><U+0001F3FC> aquaman <U+0001F44F><U+0001F3FC> shazam <U+0001F44F><U+0001F3FC> godzilla <U+0001F44F><U+0001F3FC> wonder woman 1984 <U+0001F44F><U+0001F3FC>

What a fucking time to be alive"
1485,"Hey Now!  "
1486," Nooopepe but I’ll take a look ;D just caught up with Aquaman, looks aight"
1487," The King Is Here! Love this trailer. Want to collect cap and T-shirt of "
1488,"Aquaman looks cheesy as fuck. I’m in."
1489,"I liked a  video  Aquaman - Official Trailer 1"
1490,"Aquaman looks like its finna be raw. Shazam looks good but in a 2007 kinda way "
1491,"I just saw the trailer  trailer! It looks BLOODY AMAZING! It's visually stunning, and it has quality action and awesome characters! I also saw the  trailer! It looks so fun, and it's my most hyped  movie! I can't wait for both!   "
1492,"Aquaman looks GOOOODDD"
1493,"  Is...Is that an Aquaman shirt?!"
1494," trailer has dropped! <U+0001F30A> "
1495,"Dope! Aquaman Comic-Con Trailer (2018) | Movieclips Trailers  via "
1496,"Sorry that Aquaman trailer looks awful. DC still cant shake off their pretentiousness from that one.. and still would NOT PAY the employee to finish the render. Josh Whedon's visual for Aquaman still looked a hundred times better."
1497,"Best thing that happened this morning: waking up to the trailers of  and "
1498," and  looks good. I hope DC keeps its balance when it comes to being dark and being humorous."
1499," Nobody wanted an aquaman movie"
1500,"// just saw the Aquaman trailer on YouTube, and it seems like, just as we saw with Wonder Woman, the right director makes all the difference, it looks like James Wan has knocked it out of the park like Patty Jenkins did"
